English,Danish
"Indeed, if we add the two Members who have declared themselves, then the result of the vote would be ....","Det er rigtigt. Hvis vi tilføjer de to kolleger, der har givet sig til kende, bliver resultatet ..."
"Madam President, the Presidency has already declared the result of the vote.","Fru formand, formandskabet har bekendtgjort afstemningens udfald."
There is no room for amendments.,Det kan der ikke laves om på.
"Madam President, in the earlier vote - and I will abide by your ruling on this matter - on the question of the strategic plan of the Commission I indicated that I would like to speak in advance of the vote on behalf of my Group.","Fru formand, i den tidligere afstemning - og jeg vil rette mig efter Deres afgørelse om dette emne - om spørgsmålet om Kommissionens redegørelse om dens strategiske mål gav jeg udtryk for, at jeg gerne ville tale på vegne af min gruppe før afstemningen."
That did not happen.,Det blev ikke til noget.
"I would appreciate it if, on the close of this item of business, I might be allowed to give an explanation of vote on behalf of my Group.",Jeg vil sætte pris på at få lejlighed til at afgive stemmeforklaring på vegne af min gruppe i forbindelse med afslutningen af dette spørgsmål.
This is an important matter. It would be useful for the record of the House to state how people perceive what we have just done in the light of their own political analysis.,"Det er et vigtigt spørgsmål, og det vil være nyttigt for Parlamentet, hvis det er angivet, hvordan de forskellige personer opfatter vores handlinger i lyset af deres egne politiske analyser."
"Madam President, I do not wish to reopen the debate, but I had also asked for the floor, to comment on Mr Barón Crespo's motion.","Fru formand, jeg vil ikke genoptage debatten, men jeg havde også meldt mig for at tage stilling til hr. Barón Crespos ændringsforslag."
You did not call me either.,De råbte mig heller ikke op.
"I regret this, but the vote has already been taken and the decision is made so let us leave the matter there.","Det beklager jeg, men afstemningen er gennemført, afgørelsen er truffet, vi lader det altså ligge."
"I am terribly sorry, Mr Hänsch and Mr Cox.","Jeg beklager, hr. Hänsch og hr."
I did not see you asking to speak.,"Cox, jeg så ikke, at De anmodede om ordet."
"Even so, I think the positions are quite clear and they shall be entered in the Minutes.","Men i øvrigt mener jeg, at holdningerne er meget klare, og de vil blive indført i protokollen."
"When we adopt the Minutes for today' s sitting tomorrow, then any Members who think the positions have not been explained clearly enough may ask for amendments.","Når vi i morgen skal vedtage protokollen for i dag, kan de kolleger, der ikke synes, at holdningerne er blevet tilstrækkeligt forklaret, anmode om ændringer."
This seems to me to be a workable solution.,"Det, mener jeg, er en god løsning."
"Of course, the Minutes for tomorrow' s sitting will take into account any additional explanations.",Selvfølgelig vil protokollen for mødet i morgen tage hensyn til alle de supplerende forklaringer.
I think this is a better solution than proceeding now to extremely time-consuming explanations of votes.,"Jeg mener, at det er en bedre løsning end at gå over til stemmeforklaringer på nuværende tidspunkt, som ville være et stort sidespring."
"Mr Cox, Mr Hänsch, would this be acceptable to you?","Hr. Cox og hr. Hänsch, passer denne løsning Dem?"
"Madam President, if the vote records correctly how my Group voted I shall not, and cannot, object to that.","Fru formand, hvis protokollen giver korrekt udtryk for min gruppes holdning i forbindelse med afstemningen, vil og kan jeg ikke gøre indsigelser."
"If your ruling is that I cannot give an explanation of vote, I accept that but with reservations.","Hvis De afgør, at der ikke er grund til at afgive stemmeforklaring, vil jeg acceptere det, men med forbehold."
"We shall pay particular attention to the wording of the Minutes, as we always do, of course.",Vi vil derfor være meget opmærksomme på udarbejdelsen af protokollen.
"If they do not properly reflect the positions adopted, then we may correct them, if necessary.","Det er vi i øvrigt altid. Hvis holdningerne ikke klart fremgår, kan vi eventuelt ændre den."
(The order of business was adopted thus amended),(Den således ændrede dagsorden godkendtes)
Safety advisers for the transport of dangerous goods,Sikkerhedsrådgivere for transport af farligt gods
"The next item is the report (A5-0105/1999) by Mr Koch, on behalf of the Committee on Regional Policy, Transport and Tourism, on the common position adopted by the Council with a view to adopting a European Parliament and Council directive on the harmonisation of examination requirements for safety advisers for the transport of dangerous goods by road, rail or inland waterways (C5-0208/1999 - 1998/0106(COD)).","Næste punkt på dagsordenen er betænkning (A5-0105/1999) af Koch for Udvalget om Regionalpolitik, Transport og Turisme om Rådets fælles holdning med henblik på vedtagelse af Europa-Parlamentets og Rådets direktiv om minimumseksamenskravene for sikkerhedsrådgivere i forbindelse med transport af farligt gods med jernbane eller ad vej eller indre vandveje (C5-0208/1999 - 1998/0106(COD))."
"Commissioner, Madam President, ladies and gentlemen, I can be quite frank in saying that I welcome the Council's common position on harmonising the training of safety advisers for the transport of dangerous goods by road, rail or inland waterway.","Ærede fru kommissær, ærede formand, kære kolleger, jeg bifalder Rådets fælles holdning om harmonisering af uddannelsen af sikkerhedsrådgivere i forbindelse med transport af farligt gods med jernbane eller ad vej eller indre vandveje uforbeholdent."
"Firstly, we needed to take action on a formal level in order to meet the requirements of Directive 96/35/EC, which obliges the Member States to appoint safety advisers and to organise the training, instruction and examination of these people but does not explain this explicitly.","For det første skulle vi formelt være aktive for at opfylde kravene i direktiv 96/35/EF, som forpligter medlemsstaterne til at anvende sikkerhedsansvarlige eller sikkerhedsrådgivere og til at organisere uddannelse, kurser og eksaminer for netop disse personer uden at udføre dette eksplicit."
"Secondly, by adopting this directive we achieve a) an increase in safety when dangerous goods are both transported and transhipped; b) a reduction in distortions of competition resulting from wide variations in national training structures and training costs and c) equal opportunities for safety advisers on the European labour market.","For det andet opnår vi følgende med dette direktiv: a) øget sikkerhed både ved transport og ved omladning af farligt gods, b) afskaffelse af konkurrenceforvridning som følge af de mest forskelligartede nationale uddannelsesstrukturer og uddannelsesomkostninger og c) etablering af lige muligheder for sikkerhedsrådgivere på det europæiske arbejdsmarked."
