Danish,English
"0304 59: Fiskekød, også hakket (undtagen alle fileter, tilapias, malle, karper, ål, nilaborre, slangehovedfisk, laksefisk, sværdfisk, isfisk og fisk af familierne Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae , Moridae og Muraenolepididae), fersk eller kølet","0304 59: Fresh or chilled fish meat, whether or not minced (excl. all fillets, tilapias, catfish, carp, eels, Nile perch, snakeheads, salmonidae, swordfish, toothfish, rays, skates, dogfish and other sharks, and fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae)"
"0305 31: Filet af tilapia ""Oreochromis spp."", havmalle""Pangasius spp., Siluris spp., Clarias spp., Ictalurus spp."", karpe ""Cyprinus spp., Carassius spp., Ctenopharyngodon Idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp."", ål"" Anguilla spp."", nilaborre"" Lates niloticus ""og slangehovedfisk"" Channa spp.""","0305 31: Fillets, dried, salted or in brine, but not smoked, of tilapia ""Oreochromis spp."", catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp."", carp ""Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp."", eels ""Anguilla spp."", Nile perch ""Lates niloticus"" and snakeheads ""Channa spp."""
"0305 39: Filet, tørret, saltet eller i saltlage, men ikke røget (undtagen tilapia, malle, karper, ål, nilaborre, slangehovedfisk og fisk af familierne Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae og Muraenolepididae)","0305 39: Fish fillets, dried, salted or in brine, but not smoked (excl. tilapia, catfish, carp, eels, Nile perch, snakeheads and fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae)"
"0305 44: Tilapia ""Oreochromis spp."" malle ""Pangasius spp., Siluris spp., Clarias spp., Ictalurus spp."" karpe ""Cyprinus Carpio, Carassius carassius, Ctenopharyngodon idella, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus"", ål ""Anguilla spp."", nilaborre ""Lates niloticus"" og slangehovedfisk ""Channa spp."", inkl. fileter (undtagen spiseligt fiskeaffald)"", røget","0305 44: Smoked tilapia ""Oreochromis spp."", catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp."", carp ""Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp."", eels ""Anguilla spp."", Nile perch ""Lates niloticus"" and snakeheads ""Channa spp."", incl. fillets (excl. offal)"
"0305 53: Tørret fisk af familierne Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae og Muraenolepididae, saltet, men ikke røget (undtagen filet, indmad og torsk ""Gadus morhua, Gadus ogac, Gadus macrocephalus"")","0305 53: Dried fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, even salted but not smoked (excl. fillets, offal and cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus"")"
"0306 19: Krebsdyr, spiselige, også uden skal, frosne, herunder krebsdyr med skal, kogt i vand eller dampkogt, samt mel, pulver og pellets af krebsdyr, egnet til menneskeføde, frosset (undtagen languster, hummer, rejer og krabber)","0306 19: Frozen crustaceans, even smoked, fit for human consumption, whether in shell or not, incl. crustaceans in shell, cooked beforehand by steaming or by boiling in water (excl. rock lobster and other sea crawfish, lobsters, crabs, Norway lobsters, shrimps and prawns); frozen flours, meals, and pellets of crustaceans, even smoked, fit for human consumption"
"0306 39: Krebsdyr, egnet til menneskeføde, også uden skal, levende, fersk eller kølet (undtagen languster og andre hav languster, hummere, krabber, jomfruhummer, rejer.); mel, pulver og pellets af krebsdyr, egnet til menneskeføde, friske eller kølede","0306 39: Crustaceans, fit for human consumption, whether in shell or not, live, fresh or chilled (excl. rock lobster and other sea crawfish, lobsters, crabs, Norway lobsters, shrimps and prawns); flours, meals and pellets of crustaceans, fit for human consumption, fresh or chilled"
"0711 90: Grøntsager og blandinger af grøntsager, foreløbigt konserverede f.eks. med svovldioxid eller i saltlage, svovlsyrlingvand eller andre konserverende opløsninger, men ikke tilberedte til umiddelbar fortæring (undtagen oliven, agurker, champignoner og trøfler, hver for sig)","0711 90: Vegetables and mixtures of vegetables provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption (excl. olives, cucumbers, gherkins, mushrooms and truffles, not mixed)"
"0714 90: Arrowroot, saleprod, jordskokker og lignende rødder og rodknolde med stort indhold af stivelse eller inulin, friske, kølede, frosne eller tørrede, hele eller snittede, også i form af pellets, samt marv af sagopalmer (undtagen maniokrod og søde kartofler)","0714 90: Arrowroot, salep, Jerusalem artichokes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets, and sago pith (excl. manioc ""cassava"", sweet potatoes, yams, taro and yautia)"
"1 kg (undtagen mandariner, herunder tangeriner og satsumas, clementiner, wilkings og andre lignende krydsninger af citrusfrugter samt dele af grapefrugter)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Citrusfrugter, tilberedt eller konserveret, ikke tilsat alkohol, men tilsat sukker, i pakninger af nettovægt > 1 kg (undtagen mandariner, herunder tangeriner og satsumas, clementiner, wilkings og andre lignende krydsninger af citrusfrugter samt dele af grapefrugter)","1 kg (excl. grapefruit segments, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Citrus fruits, prepared or preserved, containing added sugar but no added spirit, in immediate packings of a net content of > 1 kg (excl. grapefruit segments, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)"
"1 kg (undtagen tilberedt med sukker men ikke nedlagt i sukkeropløsning, syltetøj, gelé, marmelade, pure og nøddemos, fremstillet ved kogning)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Tranebær ""Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"", tilberedt eller konserveret, ikke tilsat alkohol, men tilsat sukker, i pakninger af> 1 kg (undtagen tilberedt med sukker men ikke nedlagt i sukkeropløsning, syltetøj, gelé, marmelade, pure og nøddemos, fremstillet ved kogning)","1 kg (excl. preserved with sugar but not laid in syrup, jams, jellies, marmalades, purée and pastes, obtained by cooking)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Cranberries ""Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"", prepared or preserved, not containing added spirit but containing added sugar, in immediate packings of > 1 kg (excl. preserved with sugar but not laid in syrup, jams, jellies, marmalades, purée and pastes, obtained by cooking)"
"1 kg (undtagen med indhold af sukker på > 13 vægtprocent)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Abrikoser, tilberedt eller konserveret, tilsat alkohol, med et virkeligt alkoholindhold på <= 11,85% mas, i pakninger af nettovægt > 1 kg (undtagen med indhold af sukker på > 13 vægtprocent)","1 kg (excl. sugar content of > 13%)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Apricots, prepared or preserved, containing added spirit, with actual alcoholic strength of <= 11,85% mas, in immediate packings of a net content of > 1 kg (excl. sugar content of > 13%)"
"1 kg (undtagen med indhold af sukker på > 13 vægtprocent)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Ferskner, herunder nektariner, tilberedt eller konserveret, tilsat alkohol, med et virkeligt alkoholindhold på <= 11,85% mas, i pakninger af nettovægt > 1 kg (undtagen med indhold af sukker på > 13 vægtprocent)","1 kg (excl. sugar content of > 13%)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Peaches incl. nectarines, prepared or preserved, containing added spirit, with actual alcoholic strength of <= 11,85% mas, in immediate packings of a net content > 1 kg (excl. sugar content of > 13%)"
"1 kg (undtagen med indhold af sukker på > 13 vægtprocent)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Pærer, tilberedt eller konserveret, tilsat alkohol, med et virkeligt alkoholindhold på <= 11,85% mas, i pakninger af nettovægt > 1 kg (undtagen med indhold af sukker på > 13 vægtprocent)","1 kg (excl. sugar content of > 13%)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Pears, prepared or preserved, containing added spirit, with actual alcoholic strength of <= 11,85% mas, in immediate packings of a net content of > 1 kg (excl. sugar content of > 13%)"
"1 kg (undtagen hele eller i stykker)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Tomater, tilberedt eller konserveret på anden måde end med eddike eller eddikesyre, med tørstofindhold på < 12 vægtprocent, i pakninger af nettovægt > 1 kg (undtagen hele eller i stykker)","1 kg (excl. whole or in pieces)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid, with dry matter content of < 12%, in immediate packings of a net content of > 1 kg (excl. whole or in pieces)"
"1 kg (undtagen med indhold af sukker på > 17 vægtprocent)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Ananas, tilberedt eller konserveret, tilsat alkohol, i pakninger af nettovægt > 1 kg (undtagen med indhold af sukker på > 17 vægtprocent)","1 kg (excl. with sugar content of > 17%)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Pineapples, prepared or preserved, containing added spirit, in immediate packings of a net content of > 1 kg (excl. with sugar content of > 17%)"
"1 kg (undtagen fedtstoffer og olier samt fraktioner deraf, som på anden måde er bearbejdede)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Animalske fedtstoffer og olier samt fraktioner deraf, helt eller delvis hydrerede, inter-esterificerede, re-esterificerede eller elaidiniserede, også raffinerede, i pakninger af nettovægt > 1 kg (undtagen fedtstoffer og olier samt fraktioner deraf, som på anden måde er bearbejdede)","1 kg or put up otherwise"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Animal fats, oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared, in immediate packings of > 1 kg or put up otherwise"
"1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Fraktioner af palmeolie, faste, også raffinerede, men ikke kemisk modificerede, i pakninger af nettovægt > 1 kg","1 kg or put up otherwise"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Solid palm oil fractions, whether or not refined, but not chemically modified, in packings of > 1 kg or put up otherwise"
"1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Kirsebær, tilberedt eller konserveret, ikke tilsat alkohol, men tilsat sukker, i pakninger af nettovægt > 1 kg","1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Cherries, prepared or preserved, containing no spirit but with added sugar, in immediate packings of a net content > 1 kg"
"1 kg, i.a.n."",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Ingefær, tilberedt eller konserveret, ikke tilsat alkohol, men tilsat sukker, i pakninger af nettovægt > 1 kg, i.a.n.","1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Ginger, prepared or preserved, containing no spirit but with added sugar, in immediate packings of a net content of > 1 kg"
"1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Dele af grapefrugter, tilberedt eller konserveret, ikke tilsat alkohol, men tilsat sukker, i pakninger af nettovægt > 1 kg","1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Grapefruit segments, prepared or preserved, containing added sugar but no added spirit, in immediate packings of a net content of > 1 kg"
"1 kg, i.a.n."",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Druer, tilberedt eller konserveret, ikke tilsat alkohol, men tilsat sukker, i pakninger af nettovægt > 1 kg, i.a.n.","1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Grapes, prepared or preserved, containing no spirit but with added sugar, in immediate packings of a net content of > 1 kg"
"1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Guavabær, mango, mangostaner, melontræsfrugter ""papaya"", tamarinder, akajouæbler, litchi, jackfrugter, sapotiller, passionsfrugter, caramboler og pitahaya, tilberedt eller konserveret, ikke tilsat alkohol, men med indhold af sukker, i pakninger af nettovægt > 1 kg","1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, prepared or preserved, not containing added spirit but containing added sugar, in immediate packings of a net content > 1 kg"
"1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Mandariner, herunder tangeriner og satsumas, clementiner, wilkings og andre lignende krydsninger af citrusfrugter, tilberedt eller konserveret, ikke tilsat alkohol, men tilsat sukker, i pakninger af nettovægt > 1 kg","1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids, prepared or preserved, containing added sugar but no added spirit, in immediate packings of a net content of > 1 kg"
