Danish,English
"Vikingerne troede, at det var Tor, der skabte tordenvejret, når han fløj hen over himlen i sin vogn.",-The Vikings believed that it was Thor who made thunder when he flew across the sky in his chariot.
- Rejsen foregår 2. juli til midt august.,-The voyage will take place from July 2nd to the middle of August.
Hvad kan runeindskrifterne fortælle os i dag?,-What can the runic inscriptions tell us today?
I hvilke sammenhænge brugte vikingerne runeskrift?,-When did the Vikings use runic writing?
Hvilke hedenske ritualer/fester kender vi til i dag?,-Which heathen festivals or rituals do we know today?
"Skriv et essay om, hvordan du kunne tænke dig at blive husket om 1000 år.",-Write an essay about how you would like to be remembered in 1000 years.
"...og mange flere spændende oplevelser og aktiviteter, knyttet til vikingetidens maritime kultur.",...and many other exciting experiences and activities associated with the Viking Age’s maritime culture.
.ser satte denne sten efter sin broder As...,.ser placed this stone in memory of his brother As...
0 - 0.25 kg (Maxibrev),0 - 0.25 kg (large letter)
0 kr.,0 DKK
1 Kommentar Læs mere ...,1 Comment Read more ...
1 Kommentar to “Ude godt men hjemme bedst ”,1 Comment to “Ude godt men hjemme bedst ”
1 Explorer 500 (bredbånd via satellit),1 Explorer 500 (Internet trough satellit)
1 Feltarbejdet,1 Fieldwork
1 stationær VHF,1 fixed VHF
1 Inmarssat mini-C (skibs-monitorering via satellit),1 Inmarssat mini-C (ship -monitoring trough satellit)
1) Til en mand.,1) For a man.
Bådebygning gennem 1000 år,"1,000 years of boatbuilding"
Bådebygning gennem 1000 år - kursus den 30. august 2015,"1,000 years of boatbuilding - course 30th August 2015"
For 1200 år siden bosatte vikingerne sig i Irland og de to folk blev for altid knyttet sammen.,"1,200 years ago the Vikings settled in Ireland and the two peoples were merged together forever."
1. præmien,1. prize
"1. præmie: Knud Pedersen, Lemvig","1. prize: Knud Pedersen, Lemvig"
1. Skibet krydser sig op mod vinden som kommer ind fra styrbord (højre side i sejlretningen).,1. The boat beats on starboard tack (with the wind coming from the right in the direction of travel).
"10 lind, gran og fyrretræer til skjolde","10 lime, spruce and pine trees for shields"
10-15.000 tilskuere,"10-15,000 spectators"
"100 sider, rigt illustreret paperback, ISBN 978-87-85180-73-5.","100 pages, richly illustrated soft cover, ISBN 978-87-85180-73-5."
100-150 vejrstationer spredt ud over hele Danmark.,100-150 weather stations spread across Denmark.
1003 - 1066 Edward Bekenderen af England,1003 - 1066 Edward the confessor of England
1015 - 1066 Harald Hårderåde af Norge,1015 - 1066 Harald Hardrada of Norway
1020 - 1074 Svend Estridsen af Danmark,1020 - 1074 Svein Estridsson of Denmark
1022 - 1066 Harold Godwinson af England,1022 - 1066 Harold Godwinson 0f England
1027 - 1087 Vilhelm Erobreren af Normandiet og England,1027 - 1087 William the conqueror of Normandy and England
1040 - 1081 Adam af Bremen,1040 - 1081 Adam of Bremen
10 kilometers roning gennem Berlins centrum,10km rowing through the centre of Berlin
10. august kl. 11.00:,10th August 11:00
11.00: Familieomvisning på engelsk,11.00: Family tours in English
112 m² sejldug af hør,112 m² sail canvas of flax
"115,00 DKK for voksne.",115.00 DKK for adults
I weekenden er der to fortællinger hhv. kl. 11.00 på dansk og 13.00 på engelsk.,11:00 in Danish and at 13:00 in English.
"Dragespænde med filigranornamentik fra 1000-tallet, fundet ved udgravningerne i Waterford.",11th century kite-brooch with filigree decoration found during excavations in Waterford.
13-16 kg grønt.,13-16 kilos of vegetables.
13.00: Omvisning på museets bådeværft på engelsk,13.00: Tour of the boatyard
14 egetræer til bord,14 oak tress for planks
14.00: Familieomvisning på engelsk,14.00: Family tours ind English
14.00: Omvisning på engelsk,14.00: Guided tour in English
14. august 2007 sejlede Havhingsten ind til en storslået modtagelse i Dublin.,14th August 2007 Sea Stallion sailed in a great reception in Dublin.
14.-15. august - Velkomstceremoni og festligheder i forbindelse med skibets ankomst ved Custom House Quay.,14th/ 15th August - Welcoming ceremony for the Sea Stallion and two days celebration at Custom House Quay.
"Der er identificeret 15 spantestationer, hvoraf bare fire bundstokke ligger på deres oprindelige plads, om end ingen af dem sidder rigtigt fast.","15 frame stations have been identified, of which four floor timbers are still lying in their original position, even though they are no longer fastened."
"15-20 bådebyggere fra Danmark, Færøerne, Norge og Ålandsøerne har været involveret i projektet.","15-20 boat builders from Denmark, the Faroe Islands, Norway and the Åland Islands have been involved in the project."
15.00: Familieomvisning på dansk,15.00: Guided tour ind English
15.00: Omvisning på engelsk,15.00: Guided tour ind English
15.30: Engelsk omvisning - Den nordiske båd,15.30: English guided tour - The Nordic Boat
"I område 4 anlagdes 16 prøvegrøfter og der kunne erkendes et gytjeområde på ca. 230 x 28 meter med blandt andet velbevarede hasselstagefragmenter, træstammer og rødder.","16 test trenches were dug in area 4 and a sediment area of 230x28 metres was identified with well-preserved fragments of hazel rods, tree trunks and roots."
160 kastespyd,160 spears
"164 sider, rigt illustreret","164 pages, richly illustrated, hard cover."
164 sider.,164 pages.
17:00-20:30 Prøv-selv-aktiviteter:,17:00-20:30 Do-it-yourself activities:
180-årig egestamme er blevet kløvet til Gislingebåden,180 year old oak tree cleaved for the Gislinge Boat planks
"1893 VIKING (Gokstad) Norge - USA, Magnus Andersen","1893, Viking (Gokstad), Norway-USA, Magnus Andersen"
"1893 VIKING (Gokstad) Norge – USA, Magnus Andersen","1893, Viking (Gokstad), Norway-USA, Magnus Andersen"
"1947 KON TIKI (fri rek.) Peru – Polynesien, Thor Heyerdahl","1947, Kon Tiki (free reconstruction), Peru-Polynesia, Thor Heyerdahl"
"1976/77 BRENDAN (fri rek.) Irland – Canada, Tim Severin","1976-77, Brendan (free reconstruction), Ireland-Canada, Tim Severin"
"1984-86 SAGA SIGLAR (Skuldelev 1) Verden rundt, Ragnar Thorseth","1984-86, Saga Siglar (Skuldelev 1), around the world, Ragnar Thorseth"
19:00-19:45 Rundvisning i Vikingeskibshallen:,19:00-19:45 Guided tours in the Viking Ship Hall:
1. august kl. 11.00:,1st August 11:00
1. januar kl. 11.30 - 15.00,1st Januar 11.30 - 15.00
1. juli - Havhingsten sejler fra Roskilde.,"1st July - The Sea Stallion departs from Roskilde , Denmark."
1. august - 9. august.,1st – 9th August
2 Kommentarer Læs mere ...,2 Comments Read more ...
2 Kommentarer to “Det er simpelt hen ikke til at tro!”,2 Comments to “Det er simpelt hen ikke til at tro!”
2 Kommentarer to “Vikingetidens langskibe”,2 Comments to “Vikingetidens langskibe”
2 EPIRB (nødsendere som aktiveres automatisk i vand),2 EPIRB (rapid alerting system)
2 store løg ca. 3 kopper topskud af brændenælder krydderurter evt. salt,2 large onions about 3 cups of nettle top shoots herbs salt (optional)
2 høvle,2 planes
2 håndholdte VHF’er,2 portable VHF
2 SART (bruges til identifikation i et radarsystem),2 SART (iSearch and Rescue Transponder)
"2 skibe forliste på stedet, medens 12 drev på land og blev efterfølgende overtaget og tømt af danskere.","2 ships sank immediately, while 12 drifted onto land and were then taken over and emptied by Danes."
"2 Hjortspringbåden, dens konservering og restaurering","2 The boat, its state of preservation, conservation and display"
2) Til en kvinde.,2) For a woman.
"2. præmie: Laust M. Ladefoged, København","2. prize: Laust M. Ladefoged, Copenhagen"
"2. Skibet ligger med forstævnen lige i vinden, og sejlet begynder at bakke, fordi vinden kommer ind i det forfra.",2. The boat lies head to the wind and the sail is set aback by the wind coming from dead ahead.
2. Skibet er drejet om til halvvind stadig med vinden ind fra styrbord.,"2. The boat pays off to port, still with the wind from starboard."
2.000 meter tov af hamp,2.000 mettres of hemp rope
2.1 Rosenbergs analyse og rekonstruktion af båden,2.1 Rosenberg's analysis and reconstruction of the boat
2.2 Bådens oprindelige konservering og opstilling,2.2 Initial conservation and assembly
2.3 Omkonservering og nyopstilling af båden,2.3 New conservation and display
200 år gammel egestamme kløves på Vikingeskibsmuseet.,200 year-old-oak to be cleaved at the Viking Ship Museum.
2006: Frederikssundsjolle,2006: Frederikssund dinghy
2007-08 HAVHINGSTEN FRA GLENDALOUGH (Skuldelev 2) Dublin tur-retur Vikingeskibsmuseet,"2007-08 The Sea Stallion from Glendalough (Skuldelev 2) Roskilde-Dublin-Roskilde, The Viking Ship Museum"
2010: Nyt Osebergskib,2010: The new Oseberg Ship
2013: Gokstadbåden,2013: The Gokstad Boat
2015: Gislingebåden,2015: The Gislinge Boat
2016/17: Gislingebåden II,2016/17: The Gislinge Boat II
20. juli kl. 11.00 - 18.00:,20th July 11:00 – 18:00
21. - 27. august: På kanten af havet - Fortælleuge,21st - 27th august: By the Edge of the Sea - Storytelling week
21. juli kl. 11.00:,21st July 11:00
Ruten 21. juli- 18. august 2013.,21st July 18th August 2013.
"21. juli 2007 runder Havhingsten 'Cape Wrath', det vestligste punkt på det skotske fastland.","21st July 2007 Sea Stallion rounds Cape Wrath, the most westerly point of the Scottish mainland."
22. juli kl. 18.00 - 21.00:,22nd July 18:00 – 21:00
238.000 visninger,238.000 view
23. juli kl. 11.00 - 19.00:,23rd July 11:00 – 19:00
25 år som fotograf på Vikingeskibsmuseet,25 years as the Viking Ship Museum's photographer
Der er beregnet 25% moms på varerne til alle kunder.,25% VAT is included for all customers.
"25,Økologisk fadøl fra Herslev.","25,Organic draft beer from Herslev"
250 stk. krumvokset eg til spanter,250 pieces of crooked oak for frames
"Den 26. juli 2007sejlede Havhingsten ved Inverie i smuk, strålende sol.","26th July 2007, Sea Stallion sailed by Inverie in beautiful sunshine.."
"28. juni - udstillingen om Havhingsten fra Glendalough åbner på det irske nationalmuseum på Collins Barracks i Dublin, Irland.",28th June - Exhibition on the “ Havhingsten fra Glendalough” - Sea Stallion from Glendalough opens at National Museum of Ireland Collins Barracks
